,aspd,attack_max,attack_min,base_exp,def_left,def_right,elem_air,elem_angin,elem_api,elem_ghost,elem_holy,elem_netral,elem_racun,elem_shadow,elem_tanah,elem_undead,element,hp,job_exp,level,mdef_left,mdef_right,move_speed,mvp_exp,name,param_100_hit,param_95_flee,param_agi,param_dex,param_int,param_luk,param_str,param_vit,race,range_attack,range_chase,range_sight,size,url
769,13.16,2,1,18000,1,99,75,75,75,25,125,100,0,-25,75,-25,Racun 4,211230,10000,99,1,124,10.0,0,Assassin Cross Eremes (1800/Assassin Cross Eremes/G_EREMES_),300,335,1,1,1,1,1,1,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1800-G_EREMES_
770,0.87,2,1,18000,1,99,0,0,0,0,-100,100,0,200,0,175,Holy 4,182910,10000,99,1,124,8.0,0,High Priest Margaretha (1802/High Priest Margaretha/G_MAGALETA_),300,335,1,1,1,1,1,1,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1802-G_MAGALETA_
771,13.16,2,1,18000,1,99,60,-50,100,25,75,100,75,75,200,25,Angin 4,209000,10000,99,1,124,10.0,0,Sniper Cecil (1803/Sniper Cecil/G_SHECIL_),300,335,1,1,1,1,1,1,Demi-Human,14,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1803-G_SHECIL_
772,13.16,11040,7238,4835600,72,139,200,100,-50,25,75,100,75,75,60,25,Api 4,1647590,1569970,99,37,188,10.0,0,Lord Knight Seyren (1805/Lord Knight Seyren/B_SEYREN_),419,464,110,130,65,52,120,81,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1805-B_SEYREN_
773,0.87,2,1,18000,1,99,100,100,100,175,100,0,50,100,100,100,Ghost 3,189920,10000,99,1,124,6.67,0,High Wizard Kathryne (1804/High Wizard Kathryne/G_KATRINN_),300,335,1,1,1,1,1,1,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1804-G_KATRINN_
774,0.65,323,263,8301,98,88,100,70,200,50,100,100,100,100,-25,50,Tanah 3,19200,6353,63,58,113,5.88,0,Mavka (1884/Mavka/MAVKA),300,379,31,81,35,30,65,50,Plant,7,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1884-MAVKA
775,0.65,3849,1988,45250,355,156,100,70,200,50,100,100,100,100,-25,50,Tanah 3,299321,16445,85,121,208,6.67,22625,Gopinich (1885/Gopinich/GOPINICH),402,472,102,152,102,76,127,143,Beast,3,10,12,Besar,https://db.idrowiki.org/klasik/monster/1885-GOPINICH
776,0.65,323,263,0,98,88,100,70,200,50,100,100,100,100,-25,50,Tanah 3,19200,0,63,58,113,5.88,0,Mavka (1886/Mavka/G_MAVKA),300,379,31,81,35,30,65,50,Plant,7,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1886-G_MAVKA
777,1.74,306,271,4002,49,81,-25,200,70,50,100,100,50,100,100,50,Air 3,13707,3003,61,8,106,5.0,0,Kikimora (1883/Kikimora/UZHAS),279,351,14,55,30,20,69,41,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1883-UZHAS
778,0.69,438,388,0,68,97,0,175,80,75,100,100,75,100,100,75,Air 2,8636,0,72,38,135,4.0,0,Freezer (1887/Freezer/FREEZER_R),324,356,47,49,45,25,68,50,Beast,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1887-FREEZER_R
779,13.16,2,1,18000,1,99,-50,200,60,25,75,100,25,75,100,25,Air 4,310000,10000,99,1,124,10.0,0,Mastersmith Howard (1801/Mastersmith Howard/G_HARWORD_),300,335,1,1,1,1,1,1,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1801-G_HARWORD_
780,0.65,353,282,2583,63,64,25,175,90,100,100,100,100,100,100,100,Air 1,7444,2583,49,60,121,3.7,0,Baba-Yaga (1882/Baba-Yaga/VAVAYAGA),301,335,45,51,60,35,69,30,Demi-Human,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1882-VAVAYAGA
781,1.64,2200,900,1000,20,78,-50,200,60,25,75,100,25,75,100,25,Air 4,100000,1000,73,23,141,2.5,0,Marozka's Guard (1889/Marozka's Guard/GARM_R),411,403,126,95,50,60,85,10,Beast,3,10,12,Besar,https://db.idrowiki.org/klasik/monster/1889-GARM_R
782,1.14,1580,680,100,24,79,0,175,80,75,100,100,75,100,100,75,Air 2,15199,100,61,13,131,2.22,0,Baby Hatii (1888/Baby Hatii/GARM_BABY_R),297,381,30,85,55,30,45,36,Beast,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1888-GARM_BABY_R
783,13.16,8289,4189,4083400,37,130,75,75,75,25,125,100,0,-25,75,-25,Racun 4,1411230,1592380,99,39,160,10.0,0,Assassin Cross Eremes (1806/Assassin Cross Eremes/B_EREMES_),492,456,181,122,37,60,90,62,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1806-B_EREMES_
784,0.65,6124,1868,1000,20,112,100,70,200,50,100,100,100,100,-25,50,Tanah 3,299321,1000,85,42,156,6.67,0,The Immortal Koshei (1890/The Immortal Koshei/GOPINICH_R),357,472,65,152,50,35,50,55,Beast,3,10,12,Besar,https://db.idrowiki.org/klasik/monster/1890-GOPINICH_R
785,1.74,9980,5560,0,40,139,0,0,0,0,-100,100,0,200,0,175,Holy 4,1567200,0,99,42,243,10.0,0,Valkyrie (1891/Valkyrie/G_RANDGRIS_),461,554,120,220,120,210,100,80,Angel,3,10,12,Besar,https://db.idrowiki.org/klasik/monster/1891-G_RANDGRIS_
786,1.34,1017,787,0,53,94,25,25,25,0,200,100,-25,-100,25,0,Darkness 4,23470,0,71,44,167,8.0,0,Lolo Ruri (1892/Lolo Ruri/G_LOLI_RURI),336,385,50,79,79,79,111,47,Demon,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/1892-G_LOLI_RURI
787,0.67,1002,810,0,102,113,25,25,25,0,200,100,-25,-100,25,0,Darkness 4,36140,0,79,50,168,3.33,0,Abysmal Knight (1893/Abysmal Knight/G_KNIGHT_OF_ABYSS),341,411,55,97,70,37,121,68,Demi-Human,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1893-G_KNIGHT_OF_ABYSS
788,13.16,2530,2100,0,63,127,200,100,-25,50,100,100,100,100,70,50,Api 3,88402,0,91,12,133,5.88,0,Seyren Windsor (1895/Seyren Windsor/EVENT_SEYREN),385,425,89,99,20,25,90,72,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1895-EVENT_SEYREN
789,0.6,14,7,0,0,53,100,100,100,175,100,0,50,100,100,100,Ghost 3,100000,0,50,7,79,3.33,0,Pouring (1894/Pouring/POURING),258,302,7,17,17,7,7,7,Plant,1,0,0,Kecil,https://db.idrowiki.org/klasik/monster/1894-POURING
790,0.87,1697,497,0,10,130,100,100,100,175,100,0,50,100,100,100,Ghost 3,47280,0,92,74,295,6.67,0,Kathryne Keyron (1896/Kathryne Keyron/EVENT_KATRINN),304,437,5,110,180,39,1,77,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1896-EVENT_KATRINN
791,1.3,4040,3220,0,35,96,50,50,50,25,175,100,0,-50,50,0,Darkness 3,668000,0,81,45,186,10.0,0,Baphomet (1897/Baphomet/EVENT_BAPHOMET_),452,436,152,120,85,95,1,30,Demon,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/1897-EVENT_BAPHOMET_
792,0.38,79,67,0,0,12,100,100,125,100,150,100,-25,-25,100,0,Undead 1,434,0,12,10,16,2.5,0,Zombie (1898/Zombie/EVENT_ZOMBIE),213,248,1,1,1,1,1,1,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1898-EVENT_ZOMBIE
793,7.14,580,451,0,122,113,100,100,100,0,100,100,100,100,100,100,Netral 4,152533,0,86,33,172,5.88,0,Sword Guardian (1899/Sword Guardian/SWORD_GUARDIAN_),386,424,87,103,65,65,122,54,Demi-Human,2,14,16,Besar,https://db.idrowiki.org/klasik/monster/1899-SWORD_GUARDIAN_
794,0.87,20,13,100,10,5,75,75,75,75,0,100,75,125,75,100,Holy 1,8000,100,5,15,56,6.67,0,Condor (1901/Condor/E_CONDOR),226,340,1,100,50,100,1,1,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1901-E_CONDOR
795,13.16,2520,1840,0,64,96,100,100,100,0,100,100,100,100,100,100,Netral 4,80404,0,80,62,190,5.88,0,Archer Guardian (1900/Archer Guardian/BOW_GUARDIAN_),371,480,80,165,90,55,95,33,Demi-Human,12,14,16,Besar,https://db.idrowiki.org/klasik/monster/1900-BOW_GUARDIAN_
796,0.6,320,120,461,160,42,100,100,100,70,100,100,100,100,100,100,Netral 1,1000000,284,28,99,35,3.33,0,Bomb Poring (1904/Bomb Poring/BOMBPORING),266,296,28,33,0,50,1,28,Formless,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1904-BOMBPORING
797,1.0,0,0,0,100,99,75,75,75,75,0,100,75,125,75,100,Holy 1,49,0,99,0,123,1.0,0,Treasure Box (1902/Treasure Box/E_TREASURE1),299,1333,0,999,0,0,0,0,Formless,0,0,0,Kecil,https://db.idrowiki.org/klasik/monster/1902-E_TREASURE1
798,0.78,0,0,0,160,98,100,100,100,70,100,100,100,100,100,100,Netral 1,150,0,98,99,202,3.33,0,Barricade (1906/Barricade/BARRICADE_),319,459,17,126,80,20,1,1,Formless,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1906-BARRICADE_
799,1.0,0,0,0,100,99,75,75,75,75,0,100,75,125,75,100,Holy 1,49,0,99,0,123,1.0,0,Treasure Box (1903/Treasure Box/E_TREASURE2),299,1333,0,999,0,0,0,0,Formless,0,0,0,Kecil,https://db.idrowiki.org/klasik/monster/1903-E_TREASURE2
800,5.95,1017,622,0,101,105,50,50,50,50,-25,100,50,150,50,125,Holy 2,51112,0,80,47,155,5.88,0,Acidus (1757/Acidus/G_ACIDUS),369,392,78,77,55,55,109,50,Dragon,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/1757-G_ACIDUS
801,9.26,807,692,0,96,97,175,100,0,75,100,100,125,100,80,75,Api 2,29218,0,70,45,147,10.0,0,Ferus (1758/Ferus/G_FERUS),360,383,80,78,60,50,94,55,Dragon,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/1758-G_FERUS
802,0.78,0,0,0,0,98,100,100,100,70,100,100,100,100,100,100,Netral 1,600000,0,98,0,202,3.33,0,Barricade (1905/Barricade/BARRICADE),319,459,17,126,80,20,1,1,Formless,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1905-BARRICADE
803,5.95,861,703,0,98,106,80,0,100,75,100,100,125,100,175,75,Angin 2,39111,0,76,90,148,5.56,0,Acidus (1759/Acidus/G_ACIDUS_),396,406,110,95,53,53,106,61,Dragon,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/1759-G_ACIDUS_
804,1.39,947,791,0,72,101,50,50,50,25,175,100,0,-50,50,0,Darkness 3,57544,0,70,15,172,5.88,0,Skogul (1761/Skogul/G_SKOGUL),348,387,71,82,85,37,100,63,Demon,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1761-G_SKOGUL
805,9.26,769,647,0,111,97,100,80,175,75,100,100,125,100,0,75,Tanah 2,21182,0,69,33,147,8.33,0,Ferus (1760/Ferus/G_FERUS_),336,366,57,62,61,51,91,57,Dragon,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/1760-G_FERUS_
806,2.08,879,710,0,65,102,50,50,50,25,175,100,0,-50,50,0,Darkness 3,53422,0,69,35,137,7.69,0,Frus (1762/Frus/G_FRUS),351,373,77,69,51,27,114,66,Demon,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1762-G_FRUS
807,1.49,1058,733,0,85,113,50,50,50,50,-25,100,50,150,50,125,Holy 2,100200,0,81,92,219,5.0,0,Skeggiold (1763/Skeggiold/G_SKEGGIOLD),385,414,89,98,118,75,91,65,Angel,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1763-G_SKEGGIOLD
808,1.74,6101,2895,10000,588,161,0,0,0,0,-100,100,0,200,0,175,Holy 4,1567200,10000,99,506,399,10.0,0,Valkyrie (1765/Valkyrie/G_RANDGRIS),461,601,131,267,276,156,196,125,Angel,3,10,12,Besar,https://db.idrowiki.org/klasik/monster/1765-G_RANDGRIS
809,0.78,71,60,0,64,139,25,25,25,25,-50,100,25,175,25,150,Holy 3,128430,0,99,50,203,3.33,0,Angeling (1766/Angeling/EM_ANGELING),320,460,17,126,80,20,1,80,Angel,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1766-EM_ANGELING
810,0.78,71,60,0,64,139,25,25,25,25,-50,100,25,175,25,150,Holy 3,128430,0,99,50,203,3.33,0,Deviling (1767/Deviling/EM_DEVILING),320,460,17,126,80,20,1,80,Angel,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1767-EM_DEVILING
811,1.49,985,767,0,80,116,50,50,50,50,-25,100,50,150,50,125,Holy 2,103000,0,83,86,219,5.0,0,Skeggiold (1764/Skeggiold/G_SKEGGIOLD_),383,420,86,102,116,71,91,67,Angel,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1764-G_SKEGGIOLD_
812,0.74,5846,3061,962175,479,182,100,100,100,175,100,0,50,100,100,100,Ghost 3,2298000,276445,89,262,266,5.0,481087,Gloom Under Night (1768/Gloom Under Night/GLOOMUNDERNIGHT),544,565,223,241,155,163,191,187,Formless,3,10,12,Besar,https://db.idrowiki.org/klasik/monster/1768-GLOOMUNDERNIGHT
813,1.3,818,637,9780,77,100,100,100,100,0,100,100,100,100,100,100,Netral 4,29620,6622,73,82,204,3.33,0,Agav (1769/Agav/AGAV),351,394,66,86,113,61,85,55,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1769-AGAV
814,1.3,797,656,4203,100,86,100,100,100,0,100,100,100,100,100,100,Netral 4,9988,901,59,6,133,4.0,0,Vanberk (1771/Vanberk/VANBERK),339,381,70,87,60,54,109,55,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1771-VANBERK
815,1.3,774,606,3001,69,83,100,100,100,0,100,100,100,100,100,100,Netral 4,8297,3001,62,19,159,3.33,0,Isilla (1772/Isilla/ISILLA),342,388,65,91,82,75,90,43,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1772-ISILLA
816,1.04,836,682,6782,75,99,50,50,50,25,175,100,0,-50,50,0,Darkness 3,12180,2022,61,25,136,7.14,0,Hodremlin (1773/Hodremlin/HODREMLIN),339,355,70,59,60,40,106,77,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1773-HODREMLIN
817,1.3,765,606,13560,66,94,100,100,100,0,100,100,100,100,100,100,Netral 4,34900,4300,69,11,123,4.0,0,Echio (1770/Echio/ECHIO),341,398,63,94,37,45,111,51,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1770-ECHIO
818,1.74,731,611,5671,64,82,70,-25,100,50,100,100,100,100,200,50,Angin 3,10090,4278,65,30,156,5.26,0,Seeker (1774/Seeker/SEEKER),361,426,90,126,75,31,91,35,Formless,6,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1774-SEEKER
819,1.07,592,510,5882,121,93,0,175,80,75,100,100,75,100,100,75,Air 2,19230,2699,60,47,120,4.55,0,Snowier (1775/Snowier/SNOWIER),332,356,61,61,45,55,91,67,Formless,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/1775-SNOWIER
820,1.16,935,837,13872,344,99,-25,200,70,50,100,100,50,100,100,50,Air 3,38200,7928,60,11,108,4.0,0,Ice Titan (1777/Ice Titan/ICE_TITAN),319,373,54,78,33,26,133,78,Formless,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1777-ICE_TITAN
821,2.31,489,389,2230,64,67,-25,200,70,50,100,100,50,100,100,50,Air 3,6800,1005,42,38,122,5.56,0,Siroma (1776/Siroma/SIROMA),297,357,43,80,70,60,83,50,Formless,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1776-SIROMA
822,1.16,222,168,2612,86,78,100,90,150,100,100,100,125,100,25,100,Tanah 1,7221,1022,46,52,95,0.5,0,Drosera (1781/Drosera/DROSERA),280,359,32,78,38,14,79,64,Plant,7,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1781-DROSERA
823,2.31,5568,2888,2720050,129,113,-50,200,60,25,75,100,25,75,100,25,Air 4,4417000,1120020,98,78,247,2.5,1360025,Ktullanux (1779/Ktullanux/KTULLANUX),446,510,126,177,125,112,85,30,Beast,3,10,12,Besar,https://db.idrowiki.org/klasik/monster/1779-KTULLANUX
824,1.49,477,401,1706,114,86,100,90,150,100,100,100,125,100,25,100,Tanah 1,4332,1706,57,43,108,0.5,0,Muscipular (1780/Muscipular/MUSCIPULAR),326,352,60,60,37,47,100,58,Plant,3,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1780-MUSCIPULAR
825,1.74,664,596,5758,71,76,25,175,90,100,100,100,100,100,100,100,Air 1,12300,2075,55,21,106,5.26,0,Gazeti (1778/Gazeti/GAZETI),299,387,37,97,38,38,105,42,Demon,10,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1778-GAZETI
826,1.25,1309,1004,49000,104,117,200,100,-25,50,100,100,100,100,70,50,Api 3,80375,38000,85,70,184,6.67,0,Kasa (1833/Kasa/KASA),370,428,74,108,78,55,111,65,Formless,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/1833-KASA
827,7.14,1799,1399,0,141,127,200,100,-25,50,100,100,100,100,70,50,Api 3,97934,0,91,68,198,6.25,0,Salamander (1834/Salamander/G_SALAMANDER),410,458,105,132,85,72,189,72,Formless,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/1834-G_SALAMANDER
828,4.72,8764,5375,3154321,436,177,200,100,-50,25,75,100,75,75,60,25,Api 4,7700000,3114520,99,218,313,7.69,1577160,Ifrit (1832/Ifrit/IFRIT),515,533,201,199,190,77,180,156,Formless,3,10,12,Besar,https://db.idrowiki.org/klasik/monster/1832-IFRIT
829,1.25,1309,1004,0,104,117,200,100,-25,50,100,100,100,100,70,50,Api 3,80375,0,85,70,184,6.67,0,Kasa (1835/Kasa/G_KASA),370,428,74,108,78,55,111,65,Formless,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/1835-G_KASA
830,1.21,1091,885,25200,56,108,200,100,-25,50,100,100,100,100,70,50,Api 3,46430,11077,76,75,183,6.67,0,Imp (1837/Imp/IMP),364,383,83,72,88,27,66,65,Demon,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1837-IMP
831,0.68,722,678,2110,100,57,175,100,0,75,100,100,125,100,80,75,Api 2,5300,1910,40,45,97,3.33,0,Magmaring (1836/Magmaring/MAGMARING),277,336,33,61,47,20,107,35,Formless,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1836-MAGMARING
832,0.65,736,633,2202,126,79,100,90,150,100,100,100,125,100,25,100,Tanah 1,7755,4023,50,62,118,5.0,0,Knocker (1838/Knocker/KNOCKER),326,384,62,99,56,70,93,58,Demon,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1838-KNOCKER
833,0.51,700,500,1,160,99,100,80,175,75,100,100,125,100,0,75,Tanah 2,500,1,99,99,173,6.67,0,Golden Savage (1840/Golden Savage/GOLDEN_SAVAGE),300,454,1,120,50,1,0,1,Beast,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1840-GOLDEN_SAVAGE
834,0.63,55,46,1,160,22,100,90,150,100,100,100,125,100,25,100,Tanah 1,10,1,15,99,28,5.0,0,Snake Lord's Minion (1841/Snake Lord's Minion/G_SNAKE_),231,285,15,35,10,5,1,15,Beast,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1841-G_SNAKE_
835,0.63,320,240,1,160,63,100,100,100,100,100,100,0,50,100,50,Racun 1,18,1,43,99,68,5.0,0,Snake Lord's Minion (1843/Snake Lord's Minion/G_SIDE_WINDER_),290,393,43,115,15,20,38,40,Beast,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1843-G_SIDE_WINDER_
836,1.25,934,793,19000,120,121,100,100,100,70,100,100,100,100,100,100,Netral 1,38133,9500,86,13,172,5.88,0,Byrogue (1839/Byrogue/BYORGUE),386,402,86,81,65,70,114,70,Demi-Human,2,14,16,Sedang,https://db.idrowiki.org/klasik/monster/1839-BYORGUE
837,0.63,157,124,1,160,37,100,100,100,100,100,100,0,50,100,50,Racun 1,15,1,23,99,38,5.0,0,Snake Lord's Minion (1842/Snake Lord's Minion/G_ANACONDAQ_),270,309,46,51,10,5,1,28,Beast,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1842-G_ANACONDAQ_
838,0.72,507,423,1,160,68,100,100,100,75,125,100,50,0,100,0,Darkness 1,25,1,47,99,108,5.0,0,Snake Lord's Minion (1844/Snake Lord's Minion/G_ISIS_),315,348,65,66,50,15,38,43,Demon,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1844-G_ISIS_
839,1.0,0,0,0,0,98,100,100,100,70,100,100,100,100,100,100,Netral 1,0,0,98,0,122,1.0,0,Treasure Box (1845/Treasure Box/G_TREASURE_BOX_),298,1332,0,999,0,0,0,0,Formless,0,0,0,Kecil,https://db.idrowiki.org/klasik/monster/1845-G_TREASURE_BOX_
840,0.78,2,1,1,100,90,75,75,75,75,0,100,75,125,75,100,Holy 1,999,1,90,99,113,3.33,0,Dream Metal (1846/Dream Metal/DREAMMETAL),291,326,1,1,1,1,1,1,Formless,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1846-DREAMMETAL
841,13.16,20000,15000,1000000,96,158,100,100,100,125,100,70,100,100,100,100,Ghost 1,10000000,1000000,98,60,242,10.0,0,Poring (1847/Poring/EVENT_PORING),364,493,60,160,120,30,1,120,Angel,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1847-EVENT_PORING
842,1.3,3000,1500,1000,16,57,50,50,50,25,175,100,0,-50,50,0,Darkness 3,45000,1000,50,10,77,10.0,0,Baphomet (1848/Baphomet/EVENT_BAPHOMET),316,445,60,160,15,30,1,15,Demon,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/1848-EVENT_BAPHOMET
843,0.93,5000,3500,2000,32,72,150,100,200,175,200,100,-100,-100,50,0,Undead 4,125000,2000,60,20,100,10.0,0,Osiris (1849/Osiris/EVENT_OSIRIS),326,455,60,160,25,30,1,25,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1849-EVENT_OSIRIS
844,0.6,5500,4000,3000,40,67,100,60,200,25,75,100,75,75,-50,25,Tanah 4,175000,3000,50,45,142,6.67,0,Orc Hero (1850/Orc Hero/EVENT_ORCHERO),316,445,60,160,80,30,1,35,Demi-Human,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1850-EVENT_ORCHERO
845,0.91,1128,910,2,66,71,100,100,100,70,100,100,100,100,100,100,Netral 1,7991,2,61,37,111,4.0,0,Mobster (1851/Mobster/EVENT_MOBSTER),318,372,46,76,35,55,76,20,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1851-EVENT_MOBSTER
846,0.78,71,60,0,160,139,25,25,25,25,-50,100,25,175,25,150,Holy 3,120,0,99,99,203,3.33,0,Angeling (1852/Angeling/G_EM_ANGELING),320,460,17,126,80,20,1,80,Angel,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1852-G_EM_ANGELING
847,0.51,49,40,273,8,32,100,90,150,100,100,100,125,100,25,100,Tanah 1,610,120,17,5,26,3.33,0,Muka (1854/Muka/E_MUKA),234,272,15,20,5,10,15,30,Plant,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1854-E_MUKA
848,0.78,71,60,0,160,139,25,25,25,25,-50,100,25,175,25,150,Holy 3,120,0,99,99,203,3.33,0,Deviling (1853/Deviling/G_EM_DEVILING),320,460,17,126,80,20,1,80,Angel,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1853-G_EM_DEVILING
849,0.6,101,89,186,0,31,100,100,100,100,100,100,0,50,100,50,Racun 1,665,93,19,0,23,5.0,0,Poison Spore (1855/Poison Spore/E_POISONSPORE),238,278,19,24,0,0,1,25,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1855-E_POISONSPORE
850,0.64,151,120,393,8,39,25,175,90,100,100,100,100,100,100,100,Air 1,3195,248,26,30,32,4.0,0,Magnolia (1856/Magnolia/E_MAGNOLIA),253,300,26,39,0,5,1,26,Demon,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1856-E_MAGNOLIA
851,0.53,43,39,66,0,20,0,175,80,75,100,100,75,100,100,75,Air 2,742,44,15,10,23,2.5,0,Marin (1857/Marin/E_MARIN),228,285,10,35,5,15,1,10,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1857-E_MARIN
852,0.45,31,26,23,0,15,-25,200,70,50,100,100,50,100,100,50,Air 3,354,18,10,5,12,2.5,0,Plankton (1858/Plankton/E_PLANKTON),220,260,10,15,0,0,1,10,Plant,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1858-E_PLANKTON
853,0.57,35,26,45,0,24,100,70,200,50,100,100,100,100,-25,50,Tanah 3,405,32,12,25,15,1.0,0,Mandragora (1859/Mandragora/E_MANDRAGORA),227,283,12,36,0,15,1,24,Plant,4,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1859-E_MANDRAGORA
854,0.67,402,315,1265,8,70,150,100,25,100,100,100,125,100,90,100,Api 1,4278,1265,43,5,98,5.0,0,Choco (1861/Choco/E_CHOCO),316,343,68,65,45,25,65,55,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1861-E_CHOCO
855,0.54,67,56,120,0,34,100,90,150,100,100,100,125,100,25,100,Tanah 1,817,78,17,0,41,6.67,0,Coco (1860/Coco/E_COCO),236,276,17,24,20,10,24,34,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1860-E_COCO
856,0.68,63,52,134,0,33,100,80,175,75,100,100,125,100,0,75,Tanah 2,1109,86,18,5,37,3.33,0,Martin (1862/Martin/E_MARTIN),237,268,18,15,15,5,12,30,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1862-E_MARTIN
857,1.48,824,707,12000,100,118,125,100,175,150,200,100,-75,-75,100,0,Undead 3,43000,8500,77,45,109,5.0,0,Zombie Slaughter (1864/Zombie Slaughter/ZOMBIE_SLAUGHTER),339,409,58,97,13,21,117,82,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1864-ZOMBIE_SLAUGHTER
858,0.89,406,292,0,23,32,100,80,175,75,100,100,125,100,0,75,Tanah 2,4500,0,25,10,36,6.25,0,Spring Rabbit (1863/Spring Rabbit/E_SPRING_RABBIT),241,275,15,15,5,5,20,15,Beast,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1863-E_SPRING_RABBIT
859,0.51,940,810,8500,85,107,125,100,175,150,200,100,-75,-75,100,0,Undead 3,25000,5500,75,35,149,6.67,0,Ragged Zombie (1865/Ragged Zombie/RAGGED_ZOMBIE),329,437,50,127,56,23,81,64,Undead,9,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1865-RAGGED_ZOMBIE
860,1.48,1127,724,17000,73,108,75,75,75,50,150,100,25,-25,75,0,Darkness 2,35111,12000,81,96,224,6.67,0,Banshee (1867/Banshee/BANSHEE),366,414,71,98,123,72,97,55,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1867-BANSHEE
